1	22	4	875072404
1	187	4	874965678
1	135	4	875072404
1	68	4	875072688
1	146	4	875071561
1	176	5	876892468
1	166	5	874965677
1	89	5	875072484
1	249	4	874965970
1	269	5	877482427
1	32	5	888732909
1	270	5	888732827
1	133	4	876892818
1	239	4	878542845
1	194	4	876892743
1	256	4	889751712
1	93	5	875071484
1	234	4	876892355
1	1	5	874965758
1	197	5	875072956
1	173	5	878541803
1	75	4	878543238
1	268	5	875692927
1	144	4	875073180
1	119	5	876893098
1	181	5	874965739
1	257	4	874965954
1	109	5	874965739
1	182	4	875072520
1	223	5	876892918
1	46	4	876893230
1	169	5	878543541
1	162	4	878542420
1	66	4	878543030
1	77	4	876893205
1	199	4	875072262
1	57	5	878542459
1	50	5	874965954
1	192	4	875072547
1	178	5	878543541
1	87	5	878543541
1	238	4	875072235
1	156	4	874965556
1	106	4	875241390
1	115	5	878541637
1	137	5	875071541
1	127	5	874965706
1	16	5	878543541
1	79	4	875072865
1	45	5	875241687
1	48	5	875072520
1	25	4	875071805
1	251	4	875071843
1	195	5	876892855
1	168	5	874965478
1	123	4	875071541
1	191	5	875072956
1	203	4	878542231
1	55	5	875072688
1	42	5	876892425
1	7	4	875071561
1	43	4	878542869
1	165	5	874965518
1	198	5	878542717
1	124	5	875071484
1	95	4	875072303
1	58	4	878542960
1	216	5	876892701
1	204	5	875072688
1	3	4	878542960
1	207	5	875073067
1	19	5	875071515
1	18	4	887432020
1	59	5	876892817
1	15	5	875071608
1	111	5	889751711
1	52	4	875072205
1	88	4	878542791
1	13	5	875071805
1	28	4	875072173
1	172	5	874965478
1	152	5	878542589
2	14	4	888551853
2	293	4	888550939
2	310	4	888979061
2	306	4	888550774
2	25	4	888551648
2	273	4	888551647
2	311	5	888552084
2	269	4	888550774
2	255	4	888551341
2	284	4	888552017
2	237	4	888552017
2	300	4	888979197
2	100	5	888552084
2	127	5	888552084
2	285	5	888552084
2	304	4	888979197
2	272	5	888979061
2	286	4	888549960
2	275	5	888550939
2	302	5	888552084
3	320	5	889237482
3	342	4	889237174
3	329	4	889237455
3	181	4	889237482
3	344	4	889236939
3	347	5	889237455
3	340	5	889237455
3	346	5	889237455
4	300	5	892001445
4	258	5	892001374
4	329	5	892002352
4	11	4	892004520
4	327	5	892002352
4	324	5	892002353
4	359	5	892002352
4	362	5	892002352
4	360	5	892002352
4	301	5	892002353
5	257	5	875635239
5	186	5	875636375
5	432	4	875636793
5	194	4	878845197
5	183	4	875636014
5	29	4	875637023
5	390	5	875636340
5	101	5	878844510
5	208	4	875636675
5	50	4	875635758
5	408	5	878844495
5	95	4	875721168
5	172	5	875636130
5	70	4	875636389
5	396	5	875636265
5	204	4	875636675
5	228	5	875636070
5	235	4	875635384
5	169	5	878844495
5	121	4	875635189
5	189	5	878844495
5	446	4	875720845
5	239	4	875636655
5	455	4	875635174
5	434	5	875637033
5	181	5	875635757
5	163	5	879197864
5	233	4	875729064
5	174	5	875636130
6	419	4	883602284
6	50	4	883600842
6	520	4	883600985
6	169	4	883600943
6	461	4	883601393
6	410	4	883599707
6	522	5	883601500
6	482	4	883601203
6	529	4	883601459
6	510	4	883600785
6	493	5	883601713
6	495	4	883601366
6	501	5	883602730
6	530	4	883601203
6	485	5	883602664
6	137	5	883599327
6	64	4	883600597
6	174	4	883600985
6	505	4	883602422
6	507	4	883601310
6	516	4	883602664
6	186	4	883602730
6	512	4	883601155
6	191	4	883601088
6	274	4	883602501
6	178	4	883600785
6	408	4	883599075
6	427	4	883600707
6	435	4	883601529
6	272	4	883717304
6	166	4	883601426
6	194	4	883601365
6	514	5	883600657
6	177	4	883600818
6	12	4	883601053
6	302	4	883268222
6	71	4	883601053
6	168	4	883602865
6	185	5	883601393
6	173	5	883602462
6	502	4	883602664
6	153	4	883603013
6	89	4	883600842
6	192	4	883600914
6	527	4	883600877
6	519	5	883601365
6	491	4	883602174
6	489	5	883601011
6	127	5	883599134
6	1	4	883599478
6	242	4	883268170
6	132	5	883602422
6	462	5	883600914
6	497	4	883601088
6	474	5	883601277
6	170	4	883602574
6	223	4	883600747
6	9	4	883599205
6	531	4	883600747
6	306	4	883268246
6	496	4	883601155
6	533	4	883599830
6	216	5	883601500
6	182	4	883268776
6	8	4	883600657
6	537	4	883601277
6	490	5	883601365
7	465	4	891353154
7	584	4	891352093
7	499	4	891351472
7	617	5	891354588
7	216	4	891350900
7	97	5	891351201
7	135	5	891351547
7	192	4	891352010
7	447	5	891350900
7	612	5	891351121
7	588	4	891352261
7	660	5	891353051
7	596	5	891351728
7	98	4	891351002
7	199	5	892135346
7	175	5	892133057
7	187	4	891350757
7	574	5	892132402
7	616	4	891351002
7	558	4	892131924
7	140	5	891353124
7	100	5	891351082
7	557	4	892132145
7	27	4	891352692
7	77	5	891353325
7	56	5	891351432
7	552	4	891354531
7	600	4	891354090
7	380	4	891354053
7	258	4	892135277
7	593	5	891351851
7	178	4	891350932
7	416	5	891353051
7	507	5	891352383
7	646	5	891351383
7	665	4	891354471
7	286	4	891350703
7	613	4	891352010
7	47	5	891352692
7	64	5	891350756
7	603	4	891350757
7	157	5	891352059
7	215	4	891351624
7	237	5	891351772
7	80	4	891354381
7	679	5	891353124
7	429	5	891351002
7	134	4	892134959
7	585	4	892133180
7	194	5	891351851
7	234	5	891351041
7	403	4	891351234
7	436	5	891351471
7	527	5	891351772
7	620	4	891353892
7	503	4	891353950
7	444	5	891354288
7	631	4	891352984
7	634	5	891351287
7	641	5	892135346
7	666	4	892132192
7	204	5	891351121
7	402	5	891352904
7	668	4	891352778
7	434	4	891352384
7	523	4	891350845
7	141	5	891353444
7	670	5	891353254
7	605	4	891353290
7	452	5	891353860
7	386	4	892133310
7	238	5	891351814
7	68	4	891351547
7	510	5	891352134
7	502	5	891352261
7	4	5	891351772
7	513	4	891351772
7	655	5	891351384
7	638	4	892132122
7	601	5	891353744
7	506	5	891353614
7	433	5	892135347
7	649	5	891353254
7	474	5	891351002
7	356	4	891351728
7	214	5	891352384
7	671	5	891351728
7	568	5	891352261
7	566	4	891353411
7	186	4	891350900
7	180	5	891350782
7	9	5	891351432
7	549	4	891353086
7	615	4	891351585
7	488	4	891351041
7	610	5	891353086
7	573	5	891353828
7	379	4	891353325
7	546	4	891353444
7	443	5	891353254
7	651	5	891350932
7	71	5	891352692
7	463	4	891353192
7	96	5	891351383
7	365	4	891353744
7	179	5	891352303
7	592	5	891353652
7	39	5	891353614
7	125	4	891353192
7	663	5	891352220
7	132	5	891351287
7	427	5	891352220
7	31	4	892134959
7	69	5	891351728
7	217	4	891352778
7	318	5	891352010
7	265	5	891350845
7	275	4	891352831
7	52	4	891353801
7	632	5	891352261
7	197	4	891351082
7	144	5	891351201
7	211	5	891352557
7	569	4	892131978
7	12	5	892135346
7	509	5	891352778
7	50	5	891351042
7	357	5	892135347
7	86	4	891350810
7	317	4	892133670
7	164	5	891351813
7	561	4	891354611
7	521	5	891353124
7	173	5	891351002
7	639	5	891353676
7	152	4	891351851
7	367	5	891350810
8	651	5	879362123
8	176	5	879362233
8	233	4	879362423
8	518	4	879362422
8	229	5	879362356
8	228	5	879362286
8	195	5	879362287
8	684	4	879362356
8	435	5	879362233
8	174	5	879362183
8	82	5	879362356
8	241	4	879362423
8	227	4	879362423
8	177	4	879362233
8	187	4	879362123
8	181	4	879362183
8	403	4	879362234
8	510	4	879362233
8	222	5	879362356
8	55	5	879362286
9	615	4	886959344
9	294	4	886959453
9	483	5	886960056
9	402	4	886959343
9	371	5	886960055
9	242	4	886958715
9	201	5	886960055
9	50	5	886960055
9	7	4	886960030
9	385	5	886960055
10	216	4	877889333
10	211	5	877889130
10	531	5	877886911
10	357	5	877889186
10	162	4	877892210
10	161	4	877892050
10	50	5	877888545
10	157	5	877889004
10	302	4	877886162
10	694	5	877892437
10	606	5	877888876
10	221	4	877888677
10	432	4	877892160
10	116	4	877888944
10	334	4	877886281
10	692	4	877889261
10	480	5	877888943
