196	242	3	881250949
186	302	3	891717742
22	377	1	878887116
244	51	2	880606923
166	346	1	886397596
115	265	2	881171488
305	451	3	886324817
6	86	3	883603013
62	257	2	879372434
210	40	3	891035994
224	29	3	888104457
303	785	3	879485318
194	274	2	879539794
234	1184	2	892079237
291	118	2	874833878
95	546	2	879196566
102	768	2	883748450
50	246	3	877052329
97	194	3	884238860
181	1081	1	878962623
276	796	1	874791932
201	979	2	884114233
276	564	3	874791805
178	332	3	882823437
81	432	2	876535131
72	679	2	880037164
115	20	3	881171009
20	288	1	879667584
13	526	3	882141053
167	232	1	892738341
243	15	3	879987440
92	1049	1	890251826
246	416	3	884923047
241	690	2	887249482
254	1444	3	886475558
293	5	3	888906576
299	229	3	878192429
276	54	3	874791025
42	403	3	881108684
145	275	2	885557505
62	382	3	879375537
32	294	3	883709863
293	685	3	888905170
198	498	3	884207492
62	21	3	879373460
279	832	3	881375854
128	485	3	879966895
194	385	2	879524643
250	264	3	878089182
41	265	3	890687042
224	245	3	888082216
82	135	3	878769629
293	471	3	888904884
216	658	3	880245029
250	140	3	878092059
174	368	1	886434402
194	1211	2	879551380
82	1134	2	884714402
13	836	2	882139746
244	756	2	880605157
95	787	2	888954930
43	14	2	883955745
57	419	3	883698454
84	405	3	883452363
299	111	3	877878184
99	268	3	885678247
85	427	3	879456350
121	514	3	891387947
49	559	2	888067405
42	794	3	881108425
155	323	2	879371261
5	2	3	875636053
305	117	2	886324028
279	1336	1	875298353
298	281	3	884183336
279	1240	1	892174404
18	443	3	880130193
268	1035	2	875542174
26	258	3	891347949
276	322	3	874786392
94	1217	3	891723086
160	719	3	876857977
293	1267	3	888906966
26	930	2	891385985
92	1079	3	886443455
56	755	3	892910207
15	405	2	879455957
92	77	3	875654637
207	476	2	884386343
251	748	2	886272175
224	26	3	888104153
52	280	3	882922806
125	235	2	892838559
194	181	3	879521396
110	688	1	886987605
54	106	3	880937882
16	944	1	877727122
276	1091	3	874793035
305	214	2	886323068
194	1028	2	879541148
91	323	2	891438397
229	328	1	891632142
303	842	2	879484804
207	591	3	876018608
70	746	3	884150257
63	242	3	875747190
28	201	3	881961671
14	98	3	890881335
299	1018	3	889502324
194	54	3	879525876
303	815	3	879485532
268	930	2	875742942
268	2	2	875744173
214	334	3	891542540
192	476	2	881368243
268	145	1	875744501
234	141	3	892334609
181	264	2	878961624
181	872	1	878961814
201	146	1	884140579
269	367	3	891450023
59	468	3	888205855
193	96	1	889124507
130	1014	3	876250718
219	82	1	889452455
123	427	3	879873020
302	322	2	879436875
279	501	3	875308843
181	3	2	878963441
201	695	1	884140115
13	198	3	881515193
1	189	3	888732928
42	546	3	881105817
33	872	3	891964230
301	554	3	882078830
95	135	3	879197562
302	303	2	879436785
244	673	3	880606667
145	15	2	875270655
101	829	3	877136138
184	218	3	889909840
181	1295	1	878961781
184	153	3	889911285
54	595	3	880937813
23	323	2	874784266
301	227	3	882077222
301	191	3	882075672
112	903	1	892440172
82	183	3	878769848
222	724	3	878181976
218	430	3	877488316
133	751	3	890588547
215	212	2	891435680
104	984	1	888442575
63	1067	3	875747514
240	879	3	885775745
286	237	2	875806800
92	229	3	875656201
144	89	3	888105691
59	951	3	888206409
61	678	3	892302309
271	709	3	885849325
275	597	3	876197678
222	151	3	878182109
87	40	3	879876917
272	1393	2	879454663
207	1115	2	879664906
299	577	3	889503806
49	959	2	888068912
94	1224	3	891722802
130	1017	3	874953895
10	175	3	877888677
203	321	3	880433418
43	323	3	875975110
13	344	2	888073635
194	66	3	879527264
268	62	3	875310824
121	291	3	891390477
134	286	3	891732334
234	612	3	892079140
104	117	2	888465972
38	758	1	892434626
269	845	1	891456255
234	1451	3	892078343
275	405	2	876197645
52	250	3	882922661
102	823	3	888801465
236	71	3	890116671
244	186	3	880605697
83	78	2	880309089
254	436	2	886474216
109	631	3	880579371
297	716	3	875239422
64	392	3	889737542
92	501	2	875653665
268	436	3	875310745
160	460	2	876861185
114	505	3	881260203
23	196	2	874786926
181	279	1	878962955
201	649	3	884114275
181	325	2	878961814
119	407	3	887038665
216	228	3	880245642
92	587	3	875660408
13	892	3	882774224
117	1047	2	881009697
99	111	1	885678886
11	558	3	891904214
65	47	2	879216672
269	217	2	891451610
85	259	2	881705026
201	960	2	884112077
181	938	1	878961586
299	305	3	879737314
222	278	2	877563913
293	770	3	888906655
303	252	3	879544791
72	1110	3	880037334
7	430	3	891352178
116	350	3	886977926
70	431	3	884150257
299	303	3	877618584
264	294	3	886121516
63	289	2	875746985
298	486	3	884183063
246	94	2	884923505
63	762	3	875747688
11	732	3	891904596
8	550	3	879362356
256	849	2	882164603
72	54	3	880036854
164	406	2	889402389
193	869	3	889127811
94	184	2	891720862
281	338	2	881200457
130	109	3	874953794
128	371	1	879966954
94	720	1	891723593
182	845	3	885613067
129	873	1	883245452
151	176	2	879524293
193	879	3	889123257
276	57	3	874787526
181	306	1	878962006
21	370	1	874951293
293	249	3	888905229
197	346	3	891409070
276	142	3	874792945
268	824	2	876518557
109	8	3	880572642
198	58	3	884208173
181	741	1	878962918
234	448	3	892335501
126	905	2	887855283
90	289	3	891382310
157	25	3	886890787
305	71	3	886323684
21	222	2	874951382
280	508	3	891700453
288	132	3	886374129
279	1497	2	890780576
72	699	3	880036783
90	259	2	891382392
308	55	3	887738760
59	742	3	888203053
26	1015	3	891352136
82	508	2	884714249
276	40	3	874791871
181	1015	1	878963121
152	301	3	880147407
75	284	2	884050393
307	94	3	877122695
222	781	3	881059677
121	740	3	891390544
269	22	1	891448072
56	546	3	892679460
271	1028	2	885848102
222	812	2	881059117
69	240	3	882126156
22	376	3	878887112
294	931	3	889242857
82	717	1	884714492
269	234	1	891449406
282	325	1	881703044
78	323	1	879633567
107	333	3	891264267
246	561	1	884923445
13	901	1	883670672
244	17	2	880607205
222	26	3	878183043
15	749	1	879455311
280	540	3	891702304
178	742	3	882823833
95	1217	3	880572658
234	1462	3	892333865
109	127	2	880563471
269	705	2	891448850
130	1246	3	876252497
207	13	3	875506839
246	409	2	884923372
101	304	3	877135677
92	794	3	875654798
181	762	2	878963418
213	235	1	878955115
92	739	2	876175582
5	439	1	878844423
236	632	3	890116254
5	225	2	875635723
308	295	3	887741461
222	49	3	878183512
288	593	2	886892127
205	304	3	888284313
223	328	3	891548959
15	25	3	879456204
94	1220	3	891722678
268	217	2	875744501
164	620	3	889402298
234	10	3	891227851
280	1049	2	891702486
192	948	3	881368302
85	588	3	880838306
262	931	2	879790874
201	272	3	886013700
181	870	2	878962623
93	820	3	888705966
158	665	2	880134532
293	423	3	888906070
82	597	3	878768882
217	2	3	889069782
267	121	3	878970681
126	294	3	887855087
181	1060	1	878962675
13	780	1	882142057
253	259	2	891628883
42	44	3	881108548
268	21	3	875742822
262	28	3	879792220
234	81	3	892334680
29	245	3	882820803
158	729	3	880133116
141	245	3	884584426
102	70	3	888803537
77	172	3	884752562
49	1003	2	888068651
62	68	1	879374969
85	51	2	879454782
58	1099	2	892243079
197	688	1	891409564
90	258	3	891382121
181	1288	1	878962349
221	1010	3	875246662
66	877	1	883601089
234	487	3	892079237
195	1052	1	877835102
194	172	3	879521474
94	62	3	891722933
181	927	1	878962675
181	696	2	878962997
311	179	2	884365357
21	440	1	874951798
244	550	1	880602264
37	540	2	880916070
299	387	2	889502756
94	572	3	891723883
254	121	3	886472369
62	665	2	879376483
268	955	3	875745160
207	845	3	881681663
161	48	1	891170745
47	324	3	879439078
191	751	3	891560753
10	461	3	877888944
194	152	3	879549996
311	654	3	884365075
284	322	3	885329671
254	378	3	886474396
255	1034	1	883217030
104	301	2	888442275
279	122	1	875297433
222	448	3	878183565
42	625	3	881108873
254	357	3	886472466
109	475	1	880563641
230	1444	2	880485726
244	310	3	880601905
6	301	2	883600406
256	443	3	882164727
102	515	1	888801316
110	944	3	886989501
6	258	2	883268278
184	412	2	889912691
279	1428	3	888465209
140	332	3	879013617
190	977	2	891042938
11	227	3	891905896
126	245	3	887854726
20	208	2	879669401
181	930	1	878963275
85	1065	3	879455021
213	133	3	878955973
222	379	1	878184290
223	11	3	891550649
218	208	3	877488366
275	186	3	880314383
68	742	1	876974198
5	110	1	875636493
85	228	3	882813248
92	831	2	886443708
7	543	3	891351772
87	401	2	879876813
1	155	2	878542201
234	632	2	892079538
7	554	3	891354639
82	56	3	878769410
161	318	3	891170824
82	477	3	876311344
7	472	2	891353357
308	1286	3	887738151
180	202	3	877128388
84	742	3	883450643
44	644	3	878347818
17	13	3	885272654
279	982	3	875298314
186	250	1	879023607
73	206	3	888625754
104	756	2	888465739
94	216	3	885870665
1	117	3	874965739
224	583	1	888103729
303	397	1	879543831
6	69	3	883601277
110	38	3	886988574
184	522	3	889908462
99	873	1	885678436
13	418	2	882398763
13	858	1	882397068
