2483,28742,11,18,0,0
2483,11480,11,18,14,14
2483,22251,11,19,23,33
2483,22251,11,19,23,0
2483,22251,11,19,23,0
2483,22251,11,19,23,0
2483,22251,11,19,23,0
2483,10499,11,21,8,33
2483,23929,11,21,15,7
2483,23929,11,21,15,0
2483,18393,11,21,15,0
2483,18393,11,21,15,0
2483,18393,11,21,15,0
2483,28397,11,21,16,1
2483,28397,11,21,16,0
2483,28397,11,21,16,0
2483,28397,11,21,21,5
2483,28397,11,21,21,0
2483,28397,11,21,21,0
2483,28397,11,21,21,0
2483,28397,11,21,21,0
2483,28397,11,21,21,0
2483,28397,11,21,21,0
2483,4092,11,21,21,0
2483,4092,11,21,21,0
2483,11584,11,21,23,2
2483,10471,11,21,23,0
2483,10471,11,21,23,0
2483,15834,11,21,23,0
2483,9077,11,22,13,14
2483,9077,11,22,13,0
2483,9077,11,22,13,0
2483,9077,11,22,13,0
2483,29614,11,22,13,0
2483,9880,11,23,7,18
2483,28257,11,23,7,0
2483,4725,11,23,7,0
2483,4725,11,23,7,0
2483,9077,11,23,7,0
2483,9077,11,23,7,0
2483,10471,11,23,7,0
2483,10471,11,23,7,0
2483,10471,11,23,7,0
2483,10471,11,23,14,7
2483,10471,11,23,14,0
2483,23028,11,24,0,10
2483,28397,11,24,0,0
2483,10471,11,24,0,0
2483,10471,11,24,0,0
2483,10471,11,24,0,0
2483,10471,11,24,0,0
2483,10471,11,24,0,0
2483,10471,11,24,0,0
2483,18089,11,24,10,10
2483,18089,11,24,10,0
2483,18089,11,24,10,0
2483,18089,11,24,10,0
2483,18089,11,24,10,0
2483,28397,11,24,23,13
2483,28397,11,24,23,0
2483,28397,11,24,23,0
2483,28397,11,24,23,0
2483,28397,11,24,23,0
2483,28397,11,24,23,0
2483,28397,11,24,23,0
2483,22615,11,26,0,25
2483,22615,11,26,0,0
2483,22615,11,26,0,0
2483,28397,11,26,0,0
2483,22105,11,26,18,18
2483,22105,11,26,18,0
2483,22105,11,26,18,0
2483,22105,11,26,18,0
2483,22105,11,26,18,0
2483,22105,11,26,18,0
2483,11541,11,26,18,0
2483,16223,11,26,18,0
2483,16223,11,26,18,0
2483,15860,11,26,23,5
2483,28397,11,26,23,0
2483,28397,11,26,23,0
2483,28397,11,26,23,0
2483,9077,11,26,23,0
2483,9077,11,26,23,0
2483,10471,11,26,23,0
2483,10471,11,26,23,0
2483,10471,11,26,23,0
2483,10471,11,26,23,0
2483,10471,11,26,23,0
2483,1479,11,26,23,0
2483,25998,11,26,23,0
2483,25998,11,26,23,0
2483,16223,11,27,8,9
2483,16223,11,27,8,0
2483,16223,11,27,8,0
2483,488,11,27,10,2
2483,488,11,27,10,0
2483,488,11,27,10,0
2483,488,11,27,10,0
2483,12092,11,27,10,0
2483,12092,11,27,10,0
2483,12092,11,27,10,0
2483,16223,11,27,10,0
2483,16223,11,27,10,0
2483,16223,11,27,10,0
2483,16223,11,27,10,0
2483,25998,11,27,11,1
2483,25998,11,27,11,0
2483,25998,11,27,11,0
2483,25998,11,27,11,0
2483,25998,11,27,11,0
2483,25998,11,27,11,0
2483,25998,11,27,11,0
2483,25998,11,27,11,0
2483,25998,11,27,11,0
2483,25998,11,27,11,0
2483,25998,11,27,11,0
2483,25998,11,27,11,0
2483,25998,11,27,11,0
2483,28397,11,27,14,3
2483,25998,11,28,0,10
2483,25998,11,28,0,0
2483,25998,11,28,0,0
2483,25998,11,28,9,9
2483,25998,11,28,9,0
2483,25998,11,28,9,0
2483,25998,11,28,9,0
2483,25998,11,28,9,0
2483,28397,11,28,10,1
2483,20582,11,28,10,0
2483,1479,11,28,10,0
2483,1479,11,28,10,0
2483,1479,11,28,10,0
2483,1479,11,28,10,0
2483,1479,11,28,10,0
2483,1479,11,28,10,0
2483,1479,11,28,10,0
2483,10471,11,28,11,1
2483,10471,11,28,11,0
2483,10471,11,28,11,0
2483,10471,11,28,11,0
2483,10471,11,28,11,0
2483,10471,11,28,11,0
2483,21970,11,28,11,0
2483,1479,11,28,11,0
2483,1479,11,28,11,0
2483,1479,11,28,21,10
2483,1479,11,28,21,0
2483,12092,11,28,23,2
2483,12092,11,28,23,0
2483,12092,11,28,23,0
2483,12092,11,28,23,0
2483,16223,11,28,23,0
2483,16223,11,28,23,0
2483,16223,11,28,23,0
2483,29487,11,29,9,10
2483,29487,11,29,9,0
2483,29487,11,29,9,0
2483,29487,11,29,9,0
2483,9880,11,29,10,1
2483,9880,11,29,10,0
2483,9880,11,29,10,0
2483,9880,11,29,10,0
2483,28257,11,29,10,0
2483,28257,11,29,10,0
2483,28257,11,29,10,0
2483,8623,11,29,10,0
2483,10471,11,29,10,0
2483,10471,11,29,10,0
2483,10471,11,29,10,0
2483,1479,11,29,10,0
2483,1479,11,29,10,0
2483,1168,11,29,17,7
2483,22916,11,29,17,0
2483,22916,11,29,17,0
2483,22916,11,29,17,0
2483,9459,11,29,17,0
2483,2818,11,29,17,0
2483,2717,11,29,17,0
2483,22916,11,29,18,1
2483,22916,11,29,18,0
2483,22916,11,29,18,0
2483,22310,11,29,18,0
2483,22310,11,29,18,0
2483,22310,11,29,18,0
